,location,total_sqft,bath,price,bhk
562,Anandapura,1141.0,2.0,42.75,2
563,Anandapura,900.0,2.0,48.0,2
564,Anandapura,1749.0,4.0,90.0,4
565,Anandapura,1151.0,2.0,42.9,2
567,Anandapura,1250.0,2.0,45.0,2
568,Anandapura,1151.0,2.0,43.16,2
569,Anandapura,1200.0,2.0,58.0,2
570,Anandapura,1200.0,2.0,66.0,3
571,Anandapura,1415.0,2.0,74.0,3
572,Anandapura,1200.0,2.0,50.0,2
573,Anandapura,1141.0,2.0,50.0,2
575,Anantapura,1200.0,2.0,37.0,2
576,Anantapura,1600.0,3.0,77.0,3
577,Ananth Nagar,500.0,1.0,14.0,1
578,Ananth Nagar,1100.0,2.0,31.5,2
579,Ananth Nagar,982.0,2.0,24.55,2
580,Ananth Nagar,500.0,2.0,14.0,1
581,Ananth Nagar,900.0,2.0,22.5,2
582,Ananth Nagar,908.0,2.0,26.0,2
583,Ananth Nagar,870.0,2.0,36.0,2
584,Ananth Nagar,937.0,2.0,35.0,2
585,Ananth Nagar,960.0,2.0,37.0,2
586,Ananth Nagar,500.0,1.0,14.0,1
587,Ananth Nagar,1000.0,2.0,29.7,2
588,Ananth Nagar,850.0,2.0,25.99,2
589,Ananth Nagar,902.0,2.0,25.26,2
590,Ananth Nagar,1470.0,3.0,54.0,3
591,Ananth Nagar,810.0,2.0,25.5,2
592,Ananth Nagar,890.0,2.0,27.0,2
593,Ananth Nagar,1200.0,2.0,36.0,2
595,Ananth Nagar,1319.0,3.0,42.0,3
596,Ananth Nagar,1000.0,2.0,25.0,2
597,Ananth Nagar,902.0,2.0,25.0,2
598,Ananth Nagar,930.0,2.0,25.99,2
599,Ananth Nagar,1074.0,2.0,26.85,2
600,Ananth Nagar,500.0,1.0,14.0,1
601,Ananth Nagar,1010.0,2.0,38.0,2
602,Ananth Nagar,992.0,2.0,24.8,2
603,Anekal,1200.0,1.0,36.0,2
604,Anekal,656.0,2.0,22.0,2
605,Anekal,620.0,2.0,22.0,2
606,Anekal,600.0,1.0,16.5,1
607,Anekal,925.0,2.0,40.0,2
608,Anekal,530.0,1.0,18.0,1
609,Anekal,1800.0,3.0,68.0,3
610,Anekal,1200.0,1.0,36.0,2
611,Anekal,1035.0,2.0,38.3,2
612,Anekal,888.0,2.0,34.0,2
613,Anekal,1200.0,2.0,36.1,2
614,Anekal,700.0,1.0,19.4,2
615,Anekal,1200.0,1.0,36.0,2
616,Anekal,1200.0,2.0,36.0,4
617,Anekal,766.0,2.0,28.0,2
618,Anekal,967.0,2.0,45.0,3
619,Anekal,620.0,1.0,23.5,2
620,Anekal,1150.0,3.0,45.0,3
621,Anekal,1200.0,1.0,36.0,2
622,Anekal,1200.0,1.0,36.0,2
623,Anekal,400.0,1.0,11.5,1
624,Anekal,456.0,1.0,15.0,1
625,Anekal,1200.0,1.0,36.0,2
626,Anekal,1200.0,1.0,36.0,2
627,Anekal,2400.0,4.0,95.0,3
628,Anekal,1200.0,2.0,36.1,2
629,Anekal,1200.0,2.0,36.1,2
630,Anekal,680.0,1.0,21.0,2
631,Anekal,420.0,1.0,12.5,1
632,Anekal,614.0,1.0,28.0,2
633,Anekal,1140.0,2.0,52.0,2
634,Anekal,625.0,1.0,25.0,2
635,Anjanapura,1850.0,4.0,86.0,4
636,Anjanapura,1070.0,2.0,39.0,2
637,Anjanapura,1500.0,3.0,121.0,3
638,Anjanapura,1070.0,2.0,37.0,2
639,Anjanapura,950.0,2.0,40.0,2
640,Anjanapura,1280.0,2.0,45.0,3
641,Anjanapura,710.0,2.0,25.0,2
643,Anjanapura,950.0,2.0,32.0,2
644,Anjanapura,1800.0,4.0,55.0,4
645,Anjanapura,1843.0,3.0,87.54,3
646,Anjanapura,1076.0,2.0,30.13,2
647,Anjanapura,950.0,2.0,30.0,2
648,Anjappa Layout,1348.0,2.0,100.0,2
649,Ankappa Layout,1105.0,2.0,50.0,2
650,Annapurneshwari Nagar,2400.0,4.0,150.0,4
651,Anugrah Layout,1567.0,3.0,100.0,3
652,Anwar Layout,720.0,1.0,32.39,1
653,Anwar Layout,610.0,1.0,28.0,1
654,Ardendale,1750.0,3.0,100.0,3
655,Ardendale,3198.0,4.0,200.0,4
656,Ardendale,2422.0,4.0,160.0,4
657,Ardendale,1750.0,3.0,100.0,3
658,Ardendale,3200.0,4.0,205.0,4
659,Ardendale,1728.0,3.0,95.0,3
660,Ardendale,2062.0,3.0,140.0,4
661,Ardendale,1732.46,3.0,92.0,3
662,Ardendale,2062.0,3.0,150.0,4
664,Ardendale,1224.0,2.0,70.0,2
665,Ardendale,1777.26,3.0,105.0,3
666,Ardendale,1650.0,3.0,82.0,3
667,Ardendale,2062.0,3.0,140.0,4
668,Ardendale,1650.0,3.0,82.0,3
669,Ardendale,1224.0,2.0,67.0,2
670,Ardendale,1723.0,3.0,95.0,3
671,Ardendale,1777.26,3.0,89.0,3
672,Ardendale,1777.26,3.0,92.0,3
673,Arehalli,1350.0,2.0,65.0,3
674,Arekere,2060.0,3.0,140.0,3
675,Arekere,920.0,2.0,40.0,2
676,Arekere,1740.0,2.0,95.0,3
677,Arekere,1190.0,2.0,55.0,2
678,Arekere,600.0,1.0,28.0,1
679,Arekere,2072.0,3.0,108.0,3
680,Arekere,1100.0,2.0,55.0,2
681,Arekere,900.0,2.0,50.0,2
682,Arekere,2710.0,6.0,142.0,4
683,Arekere,1240.0,2.0,60.0,2
684,Arekere,900.0,2.0,44.5,2
685,Ashirvad Colony,1000.0,2.0,53.0,2
686,Ashirvad Colony,1100.0,2.0,53.0,2
687,Ashirvad Colony,2050.0,3.0,100.0,4
688,Ashok Nagar,703.0,2.0,60.0,2
689,Ashok Nagar,8321.0,5.0,2912.0,4
690,Ashwath Nagar,1644.0,3.0,84.0,3
691,Ashwath Nagar,1640.0,3.0,84.0,3
692,Ashwath Nagar,1220.0,2.0,65.0,2
693,Ashwathnagar,936.0,2.0,42.0,2
694,Ashwathnagar,936.0,2.0,43.0,2
695,Ashwathnagar,1100.0,2.0,55.0,2
696,Ashwini layout,834.0,1.0,60.0,1
697,Ashwini layout,834.0,1.0,62.0,1
698,Atmananda Colony,1127.0,2.0,55.0,2
699,Atmananda Colony,1125.0,2.0,55.0,2
700,Attibele,450.0,1.0,11.0,1
701,Attibele,1600.0,4.0,52.8,4
702,Attibele,656.0,2.0,25.0,2
703,Attibele,400.0,1.0,11.0,1
704,Attibele,400.0,1.0,12.0,1
705,Attibele,400.0,1.0,14.0,1
706,Attibele,500.0,1.0,17.0,1
707,Attibele,2168.0,4.0,95.0,4
708,Attibele,395.0,1.0,10.25,1
709,Attibele,420.0,1.0,17.0,1
711,Attibele,418.0,1.0,12.0,1
712,Attibele,1200.0,2.0,42.0,2
713,Attibele,400.0,1.0,10.0,1
714,Attibele,695.0,1.0,25.0,2
715,Attibele,850.0,1.0,25.0,2
716,Attibele,2400.0,3.0,120.0,3
717,Attibele,450.0,1.0,12.5,1
721,Attibele,782.0,1.0,19.55,1
723,Attibele,656.0,2.0,25.0,2
724,Attibele,400.0,1.0,11.5,1
725,Attibele,460.0,1.0,13.0,1
726,Attibele,418.0,2.0,11.5,1
727,Attibele,1000.0,2.0,42.0,2
728,Attibele,550.0,1.0,11.5,1
730,Attibele,410.0,1.0,10.0,1
731,Attibele,1700.0,3.0,65.0,3
732,Attibele,400.0,1.0,10.25,1
733,Attibele,656.0,2.0,25.0,2
734,Attibele,1500.0,3.0,90.0,3
735,Attibele,520.0,1.0,15.0,1
736,Attur Layout,2400.0,4.0,200.0,3
737,Attur Layout,1200.0,1.0,65.0,2
738,Attur Layout,4000.0,8.0,150.0,7
739,Austin Town,400.0,1.0,14.0,1
740,Austin Town,1250.0,2.0,60.0,2
741,Austin Town,600.0,2.0,23.0,1
742,Austin Town,1000.0,2.0,60.0,2
743,Austin Town,975.0,2.0,60.0,2
744,Avalahalli,2300.0,3.0,120.0,3
745,Avalahalli,833.0,1.0,49.0,1
746,Avalahalli,2045.0,3.0,108.0,3
747,Ayappa Nagar,1236.0,2.0,50.0,2
748,Ayappa Nagar,1190.0,2.0,48.0,2
749,B Channasandra,1300.0,2.0,79.0,2
750,B Channasandra,1080.0,2.0,45.0,2
751,B Narayanapura,1313.0,2.0,58.27,2
752,B Narayanapura,1460.0,2.0,73.0,3
753,B Narayanapura,1405.0,2.0,70.0,3
754,B Narayanapura,1060.0,2.0,49.27,2
755,B Narayanapura,1020.0,2.0,60.0,2
756,B Narayanapura,1020.0,2.0,49.0,2
757,B Narayanapura,1765.0,3.0,77.27,3
758,B Narayanapura,1075.0,2.0,50.0,2
759,BCC Layout,2700.0,3.0,230.0,4
760,BEL Road,1050.0,2.0,110.0,2
761,BEL Road,1500.0,2.0,203.0,2
762,BEL Road,1800.0,3.0,150.0,3
763,BEML Layout,1060.0,2.0,55.0,2
765,BEML Layout,999.0,2.0,45.0,2
766,BEML Layout,2400.0,4.0,225.0,5
768,BEML Layout,1194.0,2.0,65.0,2
769,BEML Layout,1200.0,2.0,67.0,2
770,BEML Layout,2400.0,2.0,228.0,2
773,BEML Layout,1194.0,2.0,65.0,2
774,BHEL Layout,1200.0,3.0,165.0,4
775,BSM Extension,975.0,2.0,45.0,2
776,BSM Extension,865.0,2.0,33.0,2
777,BTM 1st Stage,3300.0,14.0,500.0,9
778,BTM 1st Stage,375.0,1.0,40.0,1
779,BTM 1st Stage,1717.0,3.0,200.0,3
780,BTM 2nd Stage,1260.0,5.0,185.0,3
781,BTM 2nd Stage,950.0,2.0,52.0,2
782,BTM 2nd Stage,1850.0,3.0,170.0,3
783,BTM 2nd Stage,1200.0,2.0,80.0,2
784,BTM 2nd Stage,1274.0,2.0,70.0,2
786,BTM 2nd Stage,1070.0,2.0,48.0,2
787,BTM 2nd Stage,1280.0,2.0,80.0,2
788,BTM 2nd Stage,1100.0,2.0,70.0,2
789,BTM 2nd Stage,1000.0,2.0,58.0,2
790,BTM 2nd Stage,2990.0,5.0,416.0,5
791,BTM 2nd Stage,1265.0,2.0,55.0,2
792,BTM 2nd Stage,2200.0,3.0,220.0,3
793,BTM 2nd Stage,2780.0,4.0,325.0,3
794,BTM 2nd Stage,2400.0,2.0,360.0,3
795,BTM 2nd Stage,965.0,2.0,56.0,2
796,BTM 2nd Stage,1147.0,2.0,75.0,2
797,BTM 2nd Stage,1750.0,3.0,172.0,3
798,BTM 2nd Stage,1400.0,2.0,90.0,2
799,BTM 2nd Stage,1200.0,2.0,70.0,2
800,BTM 2nd Stage,1100.0,2.0,47.0,2
801,BTM 2nd Stage,930.0,2.0,46.0,2
803,BTM 2nd Stage,2500.0,3.0,345.0,3
804,BTM 4th Stage,1350.0,2.0,90.0,2
805,BTM Layout,1150.0,2.0,63.0,2
806,BTM Layout,3300.0,6.0,165.0,6
807,BTM Layout,1450.0,2.0,81.0,3
808,BTM Layout,1776.0,2.0,75.0,3
809,BTM Layout,1458.0,3.0,79.0,3
810,BTM Layout,935.0,2.0,51.5,2
811,BTM Layout,1020.0,2.0,46.5,2
812,BTM Layout,1600.0,3.0,112.0,3
813,BTM Layout,1300.0,2.0,75.0,3
814,BTM Layout,1540.0,2.0,78.0,3
815,BTM Layout,450.0,1.0,20.0,1
816,BTM Layout,1196.0,2.0,56.81,2
817,BTM Layout,1470.0,2.0,99.0,3
818,Baba Nagar,1100.0,2.0,52.0,2
819,Baba Nagar,700.0,2.0,29.0,2
822,Babusapalaya,1611.0,2.0,66.0,3
824,Babusapalaya,1675.0,3.0,75.0,3
825,Babusapalaya,1141.0,2.0,46.0,2
826,Babusapalaya,1500.0,2.0,57.0,2
828,Babusapalaya,1050.0,2.0,45.0,2
829,Babusapalaya,1141.0,2.0,45.9,2
831,Babusapalaya,1230.0,3.0,53.0,3
832,Babusapalaya,1105.0,2.0,40.0,2
833,Babusapalaya,1410.0,2.0,65.0,3
834,Babusapalaya,1450.0,2.0,55.99,2
835,Babusapalaya,1100.0,2.0,38.0,2
837,Babusapalaya,1061.0,2.0,33.84,2
838,Babusapalaya,1061.0,2.0,38.95,2
839,Babusapalaya,1061.0,2.0,34.0,2
840,Babusapalaya,1245.0,2.0,58.0,2
841,Badavala Nagar,1494.0,2.0,94.55,3
842,Badavala Nagar,1274.0,2.0,81.0,2
843,Badavala Nagar,1842.0,3.0,115.0,3
844,Badavala Nagar,1494.0,2.0,94.55,3
845,Badavala Nagar,1274.0,2.0,81.0,2
846,Badavala Nagar,1494.0,2.0,94.55,3
847,Badavala Nagar,1842.0,3.0,115.0,3
848,Badavala Nagar,1842.0,3.0,115.0,3
849,Badavala Nagar,1842.0,3.0,115.0,3
850,Bagalakunte,2360.0,4.0,150.0,4
851,Bagalakunte,560.0,1.0,21.0,1
852,Bagalakunte,1200.0,4.0,138.0,2
853,Bagalakunte,1050.0,2.0,40.0,2
854,Bagalur,1200.0,2.0,50.0,2
855,Bagalur,985.0,2.0,57.0,2
856,Bagalur,1407.0,2.0,83.87,2
857,Bagalur,2400.0,4.0,135.0,4
858,Bagalur Main Road,4400.0,4.0,350.0,5
859,Bagalur Main Road,1220.0,2.0,72.0,2
860,Balagere,1210.0,2.0,80.9,2
861,Balagere,1210.0,2.0,72.0,2
862,Balagere,1205.0,2.0,78.5,2
863,Balagere,790.5,1.0,41.9,1
866,Balagere,1020.07,2.0,68.38,2
867,Balagere,1205.47,2.0,81.0,2
868,Balagere,1007.0,2.0,65.0,2
870,Balagere,1210.0,2.0,74.0,2
871,Balagere,1210.0,2.0,83.0,2
872,Balagere,675.0,1.0,45.0,1
873,Balagere,656.0,1.0,43.0,1
875,Balagere,1012.0,2.0,64.0,2
876,Balagere,1007.0,2.0,62.0,2
877,Balagere,1007.0,2.0,67.0,2
878,Balagere,1007.0,2.0,66.0,2
881,Balagere,645.0,1.0,34.18,1
884,Balagere,790.5,1.0,42.295,1
885,Balagere,1012.0,2.0,65.0,2
886,Balagere,656.0,1.0,38.77,1
887,Balagere,645.0,1.0,39.0,1
888,Balagere,645.0,1.0,41.0,1
889,Balagere,1210.0,2.0,82.0,2
890,Balagere,656.0,1.0,34.77,1
891,Balagere,1205.0,2.0,73.87,2
892,Balagere,1012.0,2.0,70.0,2
893,Balagere,1007.0,2.0,68.0,2
895,Balagere,1205.0,2.0,79.0,2
896,Balagere,1012.0,2.0,68.0,2
897,Balaji Gardens Layout,825.0,2.0,40.0,1
898,Banagiri Nagar,1525.0,2.0,122.0,3
899,Banagiri Nagar,1500.0,2.0,89.99,3
900,Banagiri Nagar,1630.0,2.0,97.78,3
901,Banagiri Nagar,2008.0,3.0,170.0,3
902,Banagiri Nagar,1560.0,2.0,125.0,3
903,Banagiri Nagar,1525.0,2.0,91.48,3
904,Banagiri Nagar,1500.0,2.0,120.0,3
906,Banashankari,1077.0,2.0,37.64,2
907,Banashankari,1470.0,2.0,88.64,3
908,Banashankari,1300.0,2.0,75.0,3
909,Banashankari,1800.0,3.0,115.0,3
910,Banashankari,1125.0,2.0,63.0,2
912,Banashankari,1310.0,2.0,80.0,2
913,Banashankari,2600.0,4.0,135.0,3
914,Banashankari,1900.0,2.0,170.0,3
915,Banashankari,1260.0,2.0,75.0,2
916,Banashankari,1170.0,2.0,46.79,2
918,Banashankari,1350.0,2.0,83.0,3
920,Banashankari,1330.0,2.0,78.0,2
921,Banashankari,1400.0,2.0,78.0,3
922,Banashankari,1700.0,3.0,125.0,3
923,Banashankari,1020.0,2.0,40.79,2
924,Banashankari,1600.0,2.0,63.98,2
925,Banashankari,1041.0,2.0,36.44,2
926,Banashankari,2400.0,1.0,200.0,1
927,Banashankari,1390.0,2.0,86.0,2
928,Banashankari,1460.0,2.0,70.0,2
929,Banashankari,1200.0,2.0,60.0,2
930,Banashankari,1290.0,2.0,80.0,2
931,Banashankari,2582.0,5.0,250.0,3
932,Banashankari,1186.0,2.0,65.0,2
933,Banashankari,1650.0,3.0,101.0,3
935,Banashankari,1181.0,2.0,75.0,2
936,Banashankari,1105.0,2.0,90.0,2
937,Banashankari,720.0,1.0,60.0,1
938,Banashankari,1040.0,2.0,45.0,2
939,Banashankari,1330.0,2.0,77.0,2
940,Banashankari,1200.0,2.0,49.0,2
941,Banashankari,1185.0,2.0,67.0,2
942,Banashankari,1000.0,2.0,50.0,2
943,Banashankari,1650.0,3.0,90.75,3
944,Banashankari,1650.0,3.0,101.0,3
945,Banashankari,1310.0,2.0,80.43,2
946,Banashankari,600.0,1.0,27.0,2
947,Banashankari,1430.0,2.0,87.8,2
948,Banashankari,1020.0,2.0,42.83,2
950,Banashankari,1540.0,3.0,80.0,3
951,Banashankari,1195.0,2.0,35.84,2
952,Banashankari,1683.0,3.0,115.0,3
953,Banashankari,1800.0,3.0,125.0,3
954,Banashankari,1175.0,2.0,41.13,2
955,Banashankari,1750.0,2.0,89.0,3
956,Banashankari,1800.0,3.0,175.0,3
957,Banashankari,1450.0,2.0,50.75,2
958,Banashankari,1770.0,3.0,108.0,3
959,Banashankari,1800.0,3.0,125.0,3
962,Banashankari,1200.0,3.0,74.52,3
963,Banashankari,1100.0,2.0,63.0,2
964,Banashankari,1020.0,2.0,40.79,2
965,Banashankari,1260.0,2.0,75.0,2
967,Banashankari,1426.0,3.0,85.0,3
968,Banashankari Stage II,1700.0,2.0,150.0,2
969,Banashankari Stage II,1200.0,2.0,150.0,4
970,Banashankari Stage II,1500.0,2.0,120.0,3
971,Banashankari Stage II,2400.0,3.0,510.0,5
972,Banashankari Stage II,1240.0,2.0,59.52,3
973,Banashankari Stage II,1250.0,2.0,110.0,2
974,Banashankari Stage II,1260.0,2.0,95.0,3
975,Banashankari Stage II,2400.0,2.0,300.0,3
976,Banashankari Stage II,1400.0,2.0,100.0,2
977,Banashankari Stage II,2800.0,3.0,425.0,5
978,Banashankari Stage II,3000.0,3.0,450.0,3
979,Banashankari Stage II,1200.0,2.0,198.0,3
980,Banashankari Stage II,1245.0,2.0,125.0,2
981,Banashankari Stage III,1305.0,2.0,58.7,3
982,Banashankari Stage III,1145.0,2.0,58.4,2
983,Banashankari Stage III,1650.0,3.0,118.0,3
984,Banashankari Stage III,2400.0,4.0,240.0,4
985,Banashankari Stage III,1350.0,2.0,68.0,3
987,Banashankari Stage III,1305.0,2.0,59.0,3
988,Banashankari Stage III,1305.0,2.0,60.0,3
989,Banashankari Stage III,1200.0,2.0,42.0,2
990,Banashankari Stage III,1305.0,2.0,59.0,3
991,Banashankari Stage III,1480.0,3.0,75.48,3
992,Banashankari Stage III,1305.0,2.0,59.0,3
993,Banashankari Stage III,1304.0,2.0,111.0,2
994,Banashankari Stage III,3000.0,6.0,150.0,6
995,Banashankari Stage III,1085.0,2.0,50.0,2
996,Banashankari Stage III,1500.0,2.0,100.0,3
997,Banashankari Stage III,2100.0,3.0,147.0,4
998,Banashankari Stage III,1420.0,2.0,95.0,3
999,Banashankari Stage V,1300.0,2.0,58.5,3
1000,Banashankari Stage V,1305.0,2.0,49.0,3
1001,Banashankari Stage V,1035.0,2.0,35.77,2
1002,Banashankari Stage V,1355.0,2.0,61.0,3
1003,Banashankari Stage V,1510.0,3.0,47.57,3
1004,Banashankari Stage V,1650.0,3.0,51.98,3
1005,Banashankari Stage V,1630.0,3.0,51.35,3
1006,Banashankari Stage V,1510.0,3.0,47.57,3
1007,Banashankari Stage V,1315.0,2.0,49.0,3
1008,Banashankari Stage V,1540.0,3.0,48.51,3
1009,Banashankari Stage V,920.0,2.0,41.5,2
1010,Banashankari Stage VI,1177.5,2.0,59.935,2
1011,Banashankari Stage VI,4800.0,4.0,190.0,4
1012,Banashankari Stage VI,2800.0,4.0,89.0,4
1013,Banashankari Stage VI,2200.0,4.0,195.0,4
1014,Banashankari Stage VI,1160.0,2.0,59.0,2
1015,Banashankari Stage VI,1180.0,2.0,59.47,2
1016,Banashankari Stage VI,1423.0,2.0,71.73,3
1017,Banashankari Stage VI,1392.0,3.0,69.46,3
1018,Banashankari Stage VI,1410.5,2.0,70.385,3
1019,Banashankari Stage VI,4800.0,3.0,200.0,4
1020,Banaswadi,1184.0,2.0,53.0,2
1021,Banaswadi,1145.0,2.0,55.0,2
1022,Banaswadi,1250.0,2.0,60.0,2
1023,Banaswadi,1365.0,2.0,73.0,2
1024,Banaswadi,1903.0,6.0,140.0,5
1025,Banaswadi,1222.0,2.0,80.0,2
1026,Banaswadi,870.0,2.0,38.0,2
1027,Banaswadi,1200.0,2.0,60.0,2
1029,Banaswadi,1340.0,2.0,73.0,2
1030,Banaswadi,1008.0,2.0,52.0,2
1031,Banaswadi,1105.0,2.0,57.0,2
1032,Banjara Layout,1200.0,2.0,70.0,2
1033,Banjara Layout,1050.0,2.0,64.8,2
1034,Banjara Layout,753.0,3.0,59.5,2
1035,Banjara Layout,2500.0,4.0,140.0,3
1036,Bank Of Baroda Colony,2400.0,5.0,350.0,4
1037,Bank Of Baroda Colony,1350.0,2.0,185.0,2
1038,Bank Of Baroda Colony,1080.0,2.0,55.0,2
1039,Bank Of Baroda Colony,2350.0,5.0,325.0,5
1040,Bannerghatta,3012.0,6.0,250.0,4
1041,Bannerghatta,1665.0,3.0,110.0,3
1042,Bannerghatta,2370.0,4.0,195.0,3
1043,Bannerghatta,1100.0,2.0,66.0,2
1044,Bannerghatta,2895.5,2.0,246.0,4
1045,Bannerghatta,1113.0,2.0,70.0,2
1046,Bannerghatta,1200.0,2.0,73.2,2
1047,Bannerghatta,1070.0,2.0,87.0,2
1048,Bannerghatta,1776.0,3.0,124.0,3
1049,Bannerghatta,1776.0,3.0,150.0,3
1050,Bannerghatta Road,500.0,1.0,18.5,1
1051,Bannerghatta Road,1050.0,2.0,65.0,2
1052,Bannerghatta Road,1170.0,2.0,66.0,3
1053,Bannerghatta Road,595.0,1.0,33.32,1
1054,Bannerghatta Road,1445.0,3.0,95.0,3
1055,Bannerghatta Road,1640.0,2.0,120.0,3
1057,Bannerghatta Road,1460.0,2.0,90.0,3
1059,Bannerghatta Road,1179.0,2.0,66.02,2
1060,Bannerghatta Road,1122.5,2.0,58.935,2
1061,Bannerghatta Road,793.0,2.0,45.0,2
1063,Bannerghatta Road,1400.0,2.0,78.0,2
1065,Bannerghatta Road,1215.0,2.0,50.0,2
1066,Bannerghatta Road,1654.0,3.0,100.0,3
1067,Bannerghatta Road,1181.0,2.0,55.0,2
1069,Bannerghatta Road,1200.0,2.0,75.0,2
1071,Bannerghatta Road,595.0,1.0,31.83,1
1072,Bannerghatta Road,1105.0,2.0,51.0,2
1073,Bannerghatta Road,1255.0,2.0,65.26,2
1075,Bannerghatta Road,1550.0,3.0,82.0,3
1077,Bannerghatta Road,1650.0,3.0,122.0,3
1078,Bannerghatta Road,912.0,2.0,55.0,2
1079,Bannerghatta Road,1218.0,2.0,73.0,2
1081,Bannerghatta Road,1115.0,2.0,65.12,2
1083,Bannerghatta Road,1893.0,3.0,100.0,3
1084,Bannerghatta Road,1600.0,3.0,95.0,3
1085,Bannerghatta Road,1275.0,2.0,65.0,2
1086,Bannerghatta Road,892.0,2.0,39.0,2
1088,Bannerghatta Road,1260.0,2.0,70.0,2
1090,Bannerghatta Road,1157.0,2.0,40.0,2
1091,Bannerghatta Road,1150.0,2.0,65.0,2
1093,Bannerghatta Road,1100.0,2.0,39.0,2
1095,Bannerghatta Road,1725.0,3.0,110.0,3
1096,Bannerghatta Road,1850.0,6.0,150.0,6
1098,Bannerghatta Road,950.0,2.0,38.0,2
1099,Bannerghatta Road,1220.0,2.0,80.0,2
1100,Bannerghatta Road,1130.0,2.0,78.0,2
1102,Bannerghatta Road,1486.0,3.0,83.22,3
1104,Bannerghatta Road,1015.0,2.0,48.0,2
1105,Bannerghatta Road,1115.0,2.0,61.0,2
1106,Bannerghatta Road,1136.0,2.0,48.0,2
1107,Bannerghatta Road,2700.0,4.0,260.0,4
1108,Bannerghatta Road,1200.0,2.0,69.0,3
1109,Bannerghatta Road,1465.0,2.0,76.0,3
1110,Bannerghatta Road,1302.5,2.0,67.73,2
1111,Bannerghatta Road,1200.0,2.0,65.0,2
1112,Bannerghatta Road,1240.0,2.0,65.0,2
1113,Bannerghatta Road,1476.0,3.0,125.0,3
1115,Bannerghatta Road,1532.5,3.0,84.29,3
1117,Bannerghatta Road,1268.0,2.0,69.0,2
1118,Bannerghatta Road,1450.0,2.0,87.0,3
1119,Bannerghatta Road,2932.0,5.0,195.0,4
1122,Bannerghatta Road,960.0,2.0,58.0,2
1123,Bannerghatta Road,1750.0,3.0,130.0,3
1124,Bannerghatta Road,1275.0,2.0,73.0,2
1126,Bannerghatta Road,1240.0,2.0,71.0,2
1128,Bannerghatta Road,1215.0,2.0,68.0,2
1129,Bannerghatta Road,1215.0,2.0,68.0,2
1130,Bannerghatta Road,1894.0,3.0,115.0,3
1132,Bannerghatta Road,1693.0,3.0,89.0,3
1133,Bannerghatta Road,1280.0,2.0,60.16,2
1135,Bannerghatta Road,630.0,1.0,35.0,1
1136,Bannerghatta Road,1215.0,2.0,68.0,2
1137,Bannerghatta Road,1365.0,3.0,76.18,3
1138,Bannerghatta Road,1115.0,2.0,78.0,2
1139,Bannerghatta Road,1532.5,3.0,79.465,3
1141,Bannerghatta Road,1655.0,3.0,90.0,3
1142,Bannerghatta Road,1247.0,2.0,47.39,2
1143,Bannerghatta Road,1237.5,2.0,49.49,2
1144,Bannerghatta Road,1650.0,3.0,94.0,3
1145,Bannerghatta Road,905.0,2.0,65.0,2
1146,Bannerghatta Road,1000.0,2.0,50.0,2
1147,Bannerghatta Road,2185.0,3.0,120.0,4
1148,Bannerghatta Road,1012.0,2.0,45.0,2
1150,Bannerghatta Road,1460.0,2.0,80.0,3
1151,Bannerghatta Road,1340.0,2.0,85.0,2
1152,Bannerghatta Road,1711.0,3.0,125.0,3
1153,Bannerghatta Road,1520.0,2.0,81.0,3
1154,Bannerghatta Road,2826.0,3.0,148.0,3
1155,Bannerghatta Road,1115.0,2.0,61.0,2
1156,Bannerghatta Road,1154.0,2.0,47.0,2
1157,Bannerghatta Road,1000.0,2.0,44.5,2
1158,Bannerghatta Road,1250.0,2.0,48.0,2
1159,Bannerghatta Road,1640.0,3.0,105.0,3
1161,Bannerghatta Road,1012.0,2.0,44.0,2
1162,Bannerghatta Road,1527.0,3.0,115.0,3
1165,Bannerghatta Road,1550.0,3.0,96.0,3
1166,Bannerghatta Road,1200.0,2.0,78.0,2
1167,Bannerghatta Road,1885.0,3.0,125.0,3
1169,Bannerghatta Road,1450.0,2.0,78.0,3
1170,Bannerghatta Road,700.0,1.0,31.2,1
1173,Bannerghatta Road,905.0,2.0,58.0,2
1175,Bannerghatta Road,1920.0,3.0,122.0,3
1176,Bannerghatta Road,2400.0,4.0,180.0,4
1178,Bannerghatta Road,1270.0,2.0,45.0,2
1179,Bannerghatta Road,1520.0,2.0,80.0,3
1180,Bannerghatta Road,1270.0,2.0,73.0,3
1181,Bannerghatta Road,1846.0,3.0,120.0,3
1183,Bannerghatta Road,1122.5,2.0,61.74,2
1184,Bannerghatta Road,1655.0,3.0,95.0,3
1185,Bannerghatta Road,1206.0,2.0,53.0,2
1186,Bannerghatta Road,1150.0,2.0,55.0,2
1187,Bannerghatta Road,1215.0,2.0,65.0,2
1188,Bannerghatta Road,1510.0,2.0,110.0,3
1189,Bannerghatta Road,1022.0,2.0,35.0,2
1190,Bannerghatta Road,1246.0,2.0,47.35,2
1191,Bannerghatta Road,1470.0,2.0,85.0,3
1192,Bannerghatta Road,1160.0,2.0,45.0,2
1193,Bannerghatta Road,970.0,2.0,57.0,2
1194,Bannerghatta Road,1527.0,3.0,142.0,3
1195,Basapura,1100.0,2.0,60.0,2
1196,Basapura,1045.0,2.0,42.0,2
1197,Basapura,1100.0,2.0,60.0,2
1198,Basapura,1301.0,2.0,55.0,2
1199,Basapura,1540.0,2.0,70.0,3
